,DDB index,molecule_1,molecule_2,molecule_3,molecule_4,x1 [mol/mol],x2 [mol/mol],x3 [mol/mol],x4 [mol/mol],T [K],p_cosmo,p_ddb,p_cosmo_plus1K,hov_cosmo,hov_baseline
62,92,CC(C)=O,O,CCCCOC(C)=O,---,0.338,0.248,0.4139999999999999,0.0,345.85,96.9153533614063,101.33,100.3882371257908,35.115247095077706,35.221137234
63,93,CC(C)=O,O,CCCCOC(C)=O,---,0.238,0.162,0.6,0.0,352.05,101.19598563041028,101.33,104.78983367837648,36.06393880907761,36.258132118000006
64,95,CC(C)=O,O,CCCCOC(C)=O,---,0.319,0.482,0.199,0.0,342.85,91.64269973137334,101.33,94.98299494644156,35.09127208317257,35.755839949999995
65,96,CC(C)=O,O,CCCCOC(C)=O,---,0.239,0.361,0.4,0.0,348.15,93.35484640421518,101.33,96.79124773540552,36.534934886715554,36.575434675
66,97,CC(C)=O,O,CCCCOC(C)=O,---,0.159,0.241,0.6,0.0,354.75,102.6943267751938,101.33,106.44491234964704,37.63947571690696,37.257561693999996
67,101,c1ccccc1,CCCCOC(C)=O,O,---,1.0,0.0,0.0,0.0,353.25,101.42383039592652,101.33,104.77924778480964,33.86475252906299,32.76967
68,102,c1ccccc1,CCCCOC(C)=O,O,---,0.0,1.0,0.0,0.0,399.25,102.05876238634652,101.33,105.03633393137164,38.20891603895255,36.05507
69,128,CCO,OCCO,---,---,0.4006,0.5993999999999999,0.0,0.0,323.15,14.034230972735225,15.453,14.693957711468247,40.008154880590496,49.448137641799995
70,129,CCO,OCCO,---,---,0.4505,0.5495,0.0,0.0,323.15,15.45059157023114,16.707,16.17700990235288,40.014117358203485,48.4367845515
71,130,CCO,OCCO,---,---,0.4996,0.5004,0.0,0.0,323.15,16.813085777181623,17.861,17.60365339331077,40.01861192936801,47.441645538799996
72,131,CCO,OCCO,---,---,0.5038,0.4962,0.0,0.0,323.15,16.92850887536828,18.027,17.724510045041878,40.01891891083806,47.3565216314
73,132,CCO,OCCO,---,---,0.5535,0.4465,0.0,0.0,323.15,18.28445492891772,19.128,19.14427214151412,40.02154126999088,46.3492220605
74,133,CCO,OCCO,---,---,0.6032,0.3968,0.0,0.0,323.15,19.62850085465361,20.21,20.55153666259586,40.02219888892613,45.341922489599995
75,134,CCO,OCCO,---,---,0.653,0.347,0.0,0.0,323.15,20.97212312736221,21.278,21.95830955810399,40.02086641185426,44.332596159
76,135,CCO,OCCO,---,---,0.7026,0.2974,0.0,0.0,323.15,22.315529337332475,22.337,23.364801631425603,40.01765915716863,43.327323347800004
77,136,CCO,OCCO,---,---,0.7526,0.2473999999999999,0.0,0.0,323.15,23.68287846332127,23.418,24.796303362366316,40.01274494432429,42.3139434978
78,137,CCO,OCCO,---,---,0.8018,0.1982,0.0,0.0,323.15,25.048284317235563,24.502,26.225717196371768,40.00659799010048,41.3167777254
79,138,CCO,OCCO,---,---,0.8508,0.1492,0.0,0.0,323.15,26.43399371807904,25.625,27.676343122014067,39.99964776503222,40.3236654724
80,139,CCO,OCCO,---,---,0.8907,0.1092999999999999,0.0,0.0,323.15,27.585015612129784,26.567,28.881267158885453,39.99380411289613,39.5149883521
81,140,CCO,OCCO,---,---,0.9496,0.0504,0.0,0.0,323.15,29.3259563363902,28.09,30.70373693969524,39.98586891761655,38.3212268888
82,141,CCO,OCCO,---,---,0.9797,0.0202999999999999,0.0,0.0,323.15,30.235924273910587,28.9,31.656339163388893,39.98263702645958,37.71117221909999
83,142,CCO,OCCO,---,---,1.0,0.0,0.0,0.0,323.15,30.85741464007634,29.476,32.30696396860412,39.98097199765013,37.29974
84,143,O,OCCO,CCO,---,0.0,0.0,1.0,0.0,323.15,30.85741464007634,29.476,32.30696396860412,39.98097199765013,37.29974
85,144,O,OCCO,CCO,---,1.0,0.0,0.0,0.0,323.15,12.35217738796104,12.346,12.97708740470408,42.98326093960738,41.951103
86,146,O,OCCO,CCO,---,0.4926,0.0204,0.4870000000000001,0.0,323.15,24.87373188341867,26.812,26.090631363227843,41.59939151209436,40.00446039260001
87,147,O,OCCO,CCO,---,0.4744,0.051,0.4746000000000001,0.0,323.15,24.23885924816544,26.145,25.423591894040342,41.5614728580105,40.53999405420001
88,148,O,OCCO,CCO,---,0.4498,0.1006,0.4496,0.0,323.15,23.134728575139604,25.049,24.264189953954563,41.51466058094056,41.4308433356
89,149,O,OCCO,CCO,---,0.4244,0.1513,0.4243,0.0,323.15,21.988529188567583,23.903,23.060768887800894,41.46696065206148,42.3402658833
90,150,O,OCCO,CCO,---,0.3994,0.2014,0.3992,0.0,323.15,20.83487915116184,22.707,21.849707001237142,41.42089420309146,43.239388418000004
91,151,O,OCCO,CCO,---,0.3745,0.2512,0.3742999999999999,0.0,323.15,19.66962328913262,21.574,20.626623928596064,41.37572489266777,44.13289580989999
92,152,O,OCCO,CCO,---,0.3493,0.3015,0.3492,0.0,323.15,18.474310949661465,20.358,19.37215558425093,41.33078611405118,45.0351415914
93,153,O,OCCO,CCO,---,0.3239,0.3523,0.3237999999999999,0.0,323.15,17.247315195622264,19.132,18.084610320621834,41.28657861721089,45.9465908988
94,168,O,OCCO,CCO,---,0.0499,0.3137,0.6364,0.0,323.15,21.419868950168585,21.87,22.43241646012486,40.2269120640684,43.889788192599994
95,169,O,OCCO,CCO,---,0.1002,0.2971,0.6027,0.0,323.15,21.397049638156208,22.156,22.413618982150663,40.425128429161546,43.7873096413
96,170,O,OCCO,CCO,---,0.1504,0.2805,0.5690999999999999,0.0,323.15,21.35963879177347,22.362,22.379263971669054,40.61324357079682,43.6843659537
97,171,O,OCCO,CCO,---,0.2005,0.264,0.5355,0.0,323.15,21.30478582093509,22.567,22.326372078795583,40.79190667050531,43.5829838895
98,172,O,OCCO,CCO,---,0.2507,0.2474,0.5019,0.0,323.15,21.23555939457754,22.739,22.258178676765315,40.96223158044837,43.4800402019
99,173,O,OCCO,CCO,---,0.3003,0.231,0.4687,0.0,323.15,21.15061155420051,22.875,22.173216065069795,41.122345515962174,43.378359215900005
100,174,O,OCCO,CCO,---,0.3501,0.2146,0.4352999999999999,0.0,323.15,21.04599623542492,23.049,22.067416671915986,41.27525197780329,43.2776085025
101,175,O,OCCO,CCO,---,0.4003,0.198,0.4017,0.0,323.15,20.923621134284154,23.075,21.942788647046388,41.42157718156629,43.1746648149
102,178,O,OCCO,CCO,---,0.6627,0.3266,0.0107,0.0,323.15,9.26262648497632,9.145,9.732611827862062,43.10667574748423,47.001595440299994
103,179,O,OCCO,CCO,---,0.6517,0.3211,0.0272,0.0,323.15,10.222225942093392,10.572,10.737806848794,42.85572083519745,46.8389586638
104,180,O,OCCO,CCO,---,0.6327,0.3118,0.0554999999999999,0.0,323.15,11.667096507064304,12.712,12.25137511805819,42.55879172304765,46.5620941147
105,189,O,OCCO,CCO,---,0.325,0.6595,0.0155,0.0,323.15,5.036213571144224,4.88,5.2929534455922616,43.30457747892388,52.17791319650001
106,190,O,OCCO,CCO,---,0.3173,0.6438,0.0388999999999999,0.0,323.15,6.1079685558375765,6.407,6.414857288496525,42.69547849412111,51.82389642850001
107,198,O,OCCO,CCO,---,0.2033,0.4125,0.3842,0.0,323.15,17.027993619355993,18.638,17.846166334120383,40.87306959976648,46.605745860400006
108,199,O,OCCO,CCO,---,0.1873,0.38,0.4327,0.0,323.15,18.172690226530214,19.773,19.04409256561726,40.792056060935465,45.872627149900005
125,220,CC(C)=O,C1CCOC1,---,---,0.00267,0.99733,0.0,0.0,302.15,26.18650950389074,25.757,27.30421846240453,31.831693665318905,31.995963280799998
126,221,CC(C)=O,C1CCOC1,---,---,0.0096,0.9904,0.0,0.0,302.15,26.33747424715264,25.946,27.46135988504843,31.824292026573296,31.965417503999998
127,222,CC(C)=O,C1CCOC1,---,---,0.01546,0.98454,0.0,0.0,302.15,26.463789310338647,26.069,27.59284405935722,31.81819044239686,31.939588030399996
128,223,CC(C)=O,C1CCOC1,---,---,0.02349,0.97651,0.0,0.0,302.15,26.63490568950605,26.243,27.77096441298274,31.810057773361063,31.9041937176
129,224,CC(C)=O,C1CCOC1,---,---,0.03232,0.96768,0.0,0.0,302.15,26.820465190431207,26.452,27.96412111904169,31.80141190983541,31.865273196799997
130,225,CC(C)=O,C1CCOC1,---,---,0.04378,0.95622,0.0,0.0,302.15,27.057283887301967,26.703,28.21063895421306,31.79063812842466,31.814760267199997
131,226,CC(C)=O,C1CCOC1,---,---,0.05613,0.94387,0.0,0.0,302.15,27.30750873813024,26.988,28.47111631692968,31.779572655301195,31.760324431199997
132,227,CC(C)=O,C1CCOC1,---,---,0.07423,0.92577,0.0,0.0,302.15,27.66509252425428,27.47,28.84335989320533,31.764329529338504,31.680543975199996
133,228,CC(C)=O,C1CCOC1,---,---,0.09794,0.90206,0.0,0.0,302.15,28.117525675791484,27.975,29.314356901485453,31.74600223308665,31.576035985599994
134,229,CC(C)=O,C1CCOC1,---,---,0.14462,0.85538,0.0,0.0,302.15,28.95773449214889,28.832,30.18909362277617,31.714826172872137,31.370281748799997
135,230,CC(C)=O,C1CCOC1,---,---,0.22017,0.77983,0.0,0.0,302.15,30.18627937384844,30.319,31.4682745792932,31.67598634633042,31.037275480799998
136,231,CC(C)=O,C1CCOC1,---,---,0.28959,0.71041,0.0,0.0,302.15,31.186195683670007,31.275,32.50956368614841,31.650379026709263,30.7312887816
137,232,CC(C)=O,C1CCOC1,---,---,0.36266,0.63734,0.0,0.0,302.15,32.12003600271707,32.308,33.48219868357795,31.631448105800427,30.4092137584
138,233,CC(C)=O,C1CCOC1,---,---,0.44141,0.5585899999999999,0.0,0.0,302.15,33.00475789352528,33.215,34.403838906481084,31.618135319473367,30.062102658399994
139,234,CC(C)=O,C1CCOC1,---,---,0.51104,0.4889599999999999,0.0,0.0,302.15,33.69206253950146,33.921,35.11995585623912,31.611136809823925,29.755190329599998
140,235,CC(C)=O,C1CCOC1,---,---,0.62124,0.37876,0.0,0.0,302.15,34.61432601105666,34.989,36.08111973090984,31.607215647618187,29.269455177599998
141,236,CC(C)=O,C1CCOC1,---,---,0.66834,0.3316599999999999,0.0,0.0,302.15,34.95013439180646,35.334,36.4311877235272,31.60783481574009,29.0618496816
142,237,CC(C)=O,C1CCOC1,---,---,0.74253,0.25747,0.0,0.0,302.15,35.410033991069646,35.778,36.910750476711314,31.611432481331686,28.7348379672
143,238,CC(C)=O,C1CCOC1,---,---,0.80989,0.19011,0.0,0.0,302.15,35.75376735601159,36.077,37.2693526960577,31.617584388914903,28.4379312536
144,239,CC(C)=O,C1CCOC1,---,---,0.85882,0.1411799999999999,0.0,0.0,302.15,35.95785293394114,36.156,37.48240286742109,31.623954265748974,28.222259556799997
145,240,CC(C)=O,C1CCOC1,---,---,0.93455,0.06545,0.0,0.0,302.15,36.19320562227536,36.297,37.72840451172687,31.637487299078263,27.888459892
146,241,CC(C)=O,C1CCOC1,---,---,0.96589,0.0341099999999999,0.0,0.0,302.15,36.25999678367049,36.308,37.798381680603946,31.6445985930711,27.7503206936
147,242,CC(C)=O,C1CCOC1,---,---,0.98377,0.0162299999999999,0.0,0.0,302.15,36.28955706810834,36.294,37.8294198183309,31.64910240885059,27.6715099448
148,243,CC(C)=O,C1CCOC1,---,---,0.99368,0.0063199999999999,0.0,0.0,302.15,36.3031780939225,36.241,37.8437503157162,31.651748668484128,27.6278290432
165,267,C=CC=C,C1CCCCC1,---,---,0.0,1.0,0.0,0.0,343.15,71.864497141835,72.549,74.27808048188231,32.435674734441555,47.321587
166,268,C=CC=C,C1CCCCC1,---,---,0.032,0.968,0.0,0.0,343.15,110.6208164487893,101.325,113.85212552665251,28.271080893728165,46.387990744
167,273,C=CC=C,C1CCCCC1,---,---,0.616,0.384,0.0,0.0,343.15,660.0952123321855,607.95,675.6150706350686,22.81880715068585,29.349859072
168,274,C=CC=C,C1CCCCC1,---,---,0.728,0.272,0.0,0.0,343.15,747.960855890641,709.275,765.5161955069874,22.779846023907005,26.082272176
169,275,C=CC=C,C1CCCCC1,---,---,0.844,0.156,0.0,0.0,343.15,839.2634498399035,810.6,858.9217154373886,22.734084318474203,22.697985748
170,276,C=CC=C,C1CCCCC1,---,---,0.96,0.04,0.0,0.0,343.15,934.0296591195872,911.925,955.8405913331796,22.66519358521448,19.313699319999998
171,277,C=CC=C,C1CCCCC1,---,---,1.0,0.0,0.0,0.0,343.15,968.1808243767543,949.415,990.7571930554316,22.633438276161385,18.146704
172,278,CCOC(C)=O,CCO,CCCCO,---,0.439,0.464,0.0969999999999999,0.0,347.95,98.23017447668744,101.33,101.80589461436054,36.09505006257084,35.393947012999995
173,279,CCOC(C)=O,CCO,CCCCO,---,0.461,0.441,0.0979999999999999,0.0,347.85,97.98502904339,101.33,101.54395330094246,35.99611981042741,35.358837586
174,280,CCOC(C)=O,CCO,CCCCO,---,0.48,0.41,0.11,0.0,347.85,97.13898572979592,101.33,100.65762025962324,35.900294488179185,35.44349037
175,281,CCOC(C)=O,CCO,CCCCO,---,0.502,0.4,0.0979999999999999,0.0,348.05,98.89972821053124,101.33,102.46893988475908,35.81140066422607,35.241972752
176,282,CCOC(C)=O,CCO,CCCCO,---,0.529,0.371,0.0999999999999999,0.0,347.95,98.42733554946646,101.33,101.9697823153536,35.69466255502984,35.20550658199999
177,283,CCOC(C)=O,CCO,CCCCO,---,0.556,0.342,0.1019999999999999,0.0,348.05,98.57174127681304,101.33,102.10525627921513,35.57538818624252,35.15296576
178,284,CCOC(C)=O,CCO,CCCCO,---,0.661,0.241,0.0979999999999999,0.0,348.25,98.69436110363156,101.33,102.18355530029449,35.134218832485395,34.834989193999995
179,285,CCOC(C)=O,CCO,CCCCO,---,0.756,0.141,0.103,0.0,349.75,101.15917974331012,101.33,104.65767334760048,34.678756775476764,34.535235409
180,286,CCOC(C)=O,CCO,CCCCO,---,0.203,0.515,0.2819999999999999,0.0,353.85,98.45416985336853,101.33,102.04224889483662,37.37075692280468,37.482133137999995
181,287,CCOC(C)=O,CCO,CCCCO,---,0.34,0.393,0.2669999999999999,0.0,352.85,99.86129211491271,101.33,103.4265101396321,36.41621124322023,37.068936439999995
182,288,CCOC(C)=O,CCO,CCCCO,---,0.352,0.381,0.267,0.0,352.75,99.6847605181586,101.33,103.2386479495128,36.34507183504197,37.048048908
183,289,CCOC(C)=O,CCO,CCCCO,---,0.378,0.361,0.261,0.0,352.65,100.19234509120554,101.33,103.75177765779024,36.1990656845829,36.92828762
184,290,CCOC(C)=O,CCO,CCCCO,---,0.402,0.343,0.2549999999999999,0.0,352.15,99.20223136106844,101.33,102.72450929923949,36.07670601011136,36.848048882
185,291,CCOC(C)=O,CCO,CCCCO,---,0.422,0.324,0.254,0.0,352.25,99.7547003262458,101.33,103.2836541264316,35.96755621734908,36.77940749
186,292,CCOC(C)=O,CCO,CCCCO,---,0.441,0.306,0.2529999999999999,0.0,352.25,99.90361546516296,101.33,103.42784607568008,35.86761812461893,36.721937391
187,293,CCOC(C)=O,CCO,CCCCO,---,0.455,0.293,0.2519999999999999,0.0,352.35,100.35431924259754,101.33,103.88503180273348,35.794121942095025,36.668064627999996
188,294,CCOC(C)=O,CCO,CCCCO,---,0.487,0.269,0.244,0.0,352.45,101.38713121003194,101.33,104.93642381090017,35.639160968973805,36.494757303
189,295,CCOC(C)=O,CCO,CCCCO,---,0.543,0.225,0.2319999999999999,0.0,352.35,101.74858697434044,101.33,105.28640362484954,35.38175346923562,36.236644827999996
190,296,CCOC(C)=O,CCO,CCCCO,---,0.556,0.138,0.3059999999999999,0.0,354.45,101.12396536027988,101.33,104.57524718174471,35.15508766516941,36.820837448
191,297,CCOC(C)=O,CCO,CCCCO,---,0.559,0.202,0.2389999999999999,0.0,352.55,101.5301818749156,101.33,105.04699114504838,35.28955167343206,36.25548875
192,298,CCOC(C)=O,CCO,CCCCO,---,0.621,0.0695,0.3095,0.0,355.75,103.314879690607,101.33,106.77700913366176,34.78150393815427,36.5892858685
193,299,CCOC(C)=O,CCO,CCCCO,---,0.0296,0.583,0.3874000000000001,0.0,359.75,99.18601380197777,101.33,102.88262358426364,39.48448027710823,38.529598478
194,300,CCOC(C)=O,CCO,CCCCO,---,0.128,0.459,0.413,0.0,358.55,98.86971360981484,101.33,102.4533859733876,38.164160996060346,38.661786316999994
195,301,CCOC(C)=O,CCO,CCCCO,---,0.324,0.24,0.4359999999999999,0.0,358.05,100.81750753472538,101.33,104.30505064319838,36.35069813057291,38.46696157599999
196,302,CCOC(C)=O,CCO,CCCCO,---,0.358,0.21,0.432,0.0,357.45,99.47153187140457,101.33,102.90121216006796,36.1121395376512,38.393217948
197,303,CCOC(C)=O,CCO,CCCCO,---,0.382,0.191,0.427,0.0,357.35,99.74210549544284,101.33,103.16757284024824,35.95221563703225,38.289842196
198,304,CCOC(C)=O,CCO,CCCCO,---,0.411,0.181,0.408,0.0,357.65,102.8212418820438,101.33,106.32942813157896,35.78156356338811,37.99091366099999
199,305,CCOC(C)=O,CCO,CCCCO,---,0.424,0.157,0.419,0.0,357.45,100.8273329920234,101.33,104.26185066226184,35.68400746069476,38.092985766
200,306,CCOC(C)=O,CCO,CCCCO,---,0.446,0.137,0.417,0.0,357.75,101.86709955504622,101.33,105.31725486118005,35.54344536362876,37.991666376
201,307,CCOC(C)=O,CCO,CCCCO,---,0.466,0.119,0.415,0.0,357.95,102.50839593044046,101.33,105.96399331534823,35.4190436459166,37.903954823999996
202,308,CCOC(C)=O,CCO,CCCCO,---,0.499,0.0883,0.4127,0.0,358.25,103.175508989424,101.33,106.62743238855184,35.21582603695511,37.772467523399996
203,309,CCOC(C)=O,CCO,CCCCO,---,0.53,0.0608,0.4091999999999999,0.0,358.75,104.50346521632932,101.33,107.97099049596444,35.027594738719614,37.6159311296
204,310,CCOC(C)=O,CCO,CCCCO,---,0.0233,0.477,0.4997,0.0,363.75,100.2935644398973,101.33,103.98821696724391,39.907613725050936,39.367649076899994
205,311,CCOC(C)=O,CCO,CCCCO,---,0.0975,0.381,0.5215,0.0,362.65,99.29040344515028,101.33,102.8596719597793,38.72468175026138,39.514347963999995
206,312,CCOC(C)=O,CCO,CCCCO,---,0.188,0.266,0.546,0.0,361.75,97.7020343703623,101.33,101.12578812025292,37.57944741386697,39.632206620000005
207,313,CCOC(C)=O,CCO,CCCCO,---,0.312,0.13,0.5579999999999999,0.0,362.05,99.86390116859071,101.33,103.23911723921114,36.326730555591006,39.425312672
208,314,CCOC(C)=O,CCO,CCCCO,---,0.325,0.107,0.5680000000000001,0.0,362.55,100.30070982865242,101.33,103.66918459541012,36.199694513849,39.45137271600001
209,315,CCOC(C)=O,CCO,CCCCO,---,0.339,0.105,0.556,0.0,362.55,101.86986229355136,101.33,105.280530754444,36.09035746687484,39.291247912
210,316,CCOC(C)=O,CCO,CCCCO,---,0.374,0.0931,0.5329,0.0,362.15,103.38548482097924,101.33,106.82963314833574,35.834177155892725,39.00028929850001
211,317,CCOC(C)=O,CCO,CCCCO,---,0.396,0.0852,0.5187999999999999,0.0,361.45,102.63795838234115,101.33,106.05659959760268,35.689767354265186,38.8628969984
212,318,CCOC(C)=O,CCO,CCCCO,---,0.428,0.0594,0.5126000000000001,0.0,361.35,102.6479734334366,101.33,106.0467764502593,35.46298842821701,38.728270278
213,319,CCOC(C)=O,CCO,CCCCO,---,0.459,0.0399,0.5010999999999999,0.0,361.05,102.49908287768602,101.33,105.87944884498307,35.26556793690722,38.558503404599996
214,320,CCOC(C)=O,CCO,CCCCO,---,0.469,0.0184,0.5126000000000001,0.0,362.85,106.77538205500062,101.33,110.25007314240494,35.15266676051513,38.4893808132
215,321,CCOC(C)=O,CCO,CCCCO,---,0.0368,0.346,0.6172000000000001,0.0,367.95,101.09478553707608,101.33,104.74794142280776,40.06828328416383,40.1601127296
216,322,CCOC(C)=O,CCO,CCCCO,---,0.0969,0.248,0.6551,0.0,366.95,96.65209169366284,101.33,100.07487726431218,39.06802459080739,40.5000248656
217,323,CCOC(C)=O,CCO,CCCCO,---,0.144,0.189,0.667,0.0,367.15,98.17688645125504,101.33,101.5818249873396,38.31599296503819,40.487887394
218,324,CCOC(C)=O,CCO,CCCCO,---,0.221,0.107,0.672,0.0,366.75,98.75371444410382,101.33,102.08928348683054,37.2513580572013,40.38904929300001
219,325,CCOC(C)=O,CCO,CCCCO,---,0.292,0.0597,0.6483,0.0,366.75,103.13129247052387,101.33,106.53733052772574,36.43704908364,39.9693183501
220,326,CCOC(C)=O,CCO,CCCCO,---,0.301,0.0451,0.6539,0.0,366.85,102.65091442897946,101.33,106.02989904181813,36.33850613593861,39.9954769793
221,327,CCOC(C)=O,CCO,CCCCO,---,0.317,0.0377,0.6453000000000001,0.0,366.65,103.23956488713718,101.33,106.62686292356015,36.1826648632312,39.886435876600004
222,328,CCOC(C)=O,CCO,CCCCO,---,0.352,0.0234,0.6246,0.0,366.15,104.378606975211,101.33,107.78273129417803,35.87113702596881,39.633957132
223,329,CCOC(C)=O,CCO,CCCCO,---,0.366,0.0163,0.6177,0.0,366.05,104.88430245016704,101.33,108.2953951156042,35.753331642531634,39.5375552445
224,330,CCOC(C)=O,CCO,CCCCO,---,0.382,0.0093,0.6087,0.0,365.85,105.2847885581388,101.33,108.70033426561685,35.62633304273797,39.423933036799994
225,331,CCOC(C)=O,CCO,CCCCO,---,0.0275,0.252,0.7205,0.0,372.05,99.07117389252524,101.33,102.63625563052923,40.7969139158288,40.8267606355
226,332,CCOC(C)=O,CCO,CCCCO,---,0.053,0.221,0.726,0.0,371.25,97.54676452075464,101.33,101.02235580450775,40.22801893258694,40.902206354
227,333,CCOC(C)=O,CCO,CCCCO,---,0.0799,0.194,0.7261,0.0,370.95,98.4674703338594,101.33,101.9293308770657,39.63949043410096,40.8679468575
228,334,CCOC(C)=O,CCO,CCCCO,---,0.102,0.16,0.738,0.0,370.65,96.94840716150448,101.33,100.32807243433734,39.24688091575694,40.965945126
229,335,CCOC(C)=O,CCO,CCCCO,---,0.134,0.126,0.74,0.0,370.25,96.9940556521359,101.33,100.33098571042416,38.6575181727926,40.94903058
230,336,CCOC(C)=O,CCO,CCCCO,---,0.161,0.111,0.728,0.0,369.45,97.40478533799056,101.33,100.72768291221624,38.172748508422906,40.842337948
231,337,CCOC(C)=O,CCO,CCCCO,---,0.175,0.0954,0.7295999999999999,0.0,369.55,97.98338295532577,101.33,101.30477595358782,37.95466335718309,40.8140235128
232,338,CCOC(C)=O,CCO,CCCCO,---,0.187,0.0797,0.7333,0.0,369.55,97.77742345154395,101.33,101.07612780179124,37.77774587648117,40.8224379594
233,339,CCOC(C)=O,CCO,CCCCO,---,0.212,0.0679,0.7201000000000001,0.0,369.25,99.51452096921258,101.33,102.84326602461364,37.40085193765193,40.656496562200005
234,340,CCOC(C)=O,CCO,CCCCO,---,0.216,0.0491,0.7349,0.0,369.35,97.5902367048135,101.33,100.84905054375628,37.3583361191211,40.788177845999996
235,341,CCOC(C)=O,CCO,CCCCO,---,0.229,0.0341,0.7369,0.0,369.45,97.82409703965364,101.33,101.07303788244911,37.1794799836208,40.7663949628
236,342,CCOC(C)=O,CCO,CCCCO,---,0.24,0.0206,0.7394000000000001,0.0,369.65,98.21468145035598,101.33,101.45983081035112,37.03148669940764,40.744311524400004
237,343,CCOC(C)=O,CCO,CCCCO,---,0.265,0.0088,0.7262,0.0,369.65,100.54874730372264,101.33,103.84147931035248,36.70748954738124,40.547625286199995
238,344,CCOC(C)=O,CCO,CCCCO,---,0.0148,0.137,0.8482,0.0,377.95,95.2477330166422,101.33,98.66906943360176,42.02500778693454,41.4912702438
239,345,CCOC(C)=O,CCO,CCCCO,---,0.0155,0.141,0.8435,0.0,377.95,96.24314361228758,101.33,99.69383562786112,41.94856325423942,41.442900053
240,346,CCOC(C)=O,CCO,CCCCO,---,0.0285,0.133,0.8385,0.0,377.05,95.37649975535312,101.33,98.77906129571817,41.54463444583524,41.4633773505
241,347,CCOC(C)=O,CCO,CCCCO,---,0.0461,0.125,0.8289,0.0,377.05,98.72281854138215,101.33,102.19510048364192,40.9688594716261,41.324744998499995
242,348,CCOC(C)=O,CCO,CCCCO,---,0.0574,0.104,0.8386,0.0,377.05,97.72452488630614,101.33,101.14425809609516,40.76455851321595,41.393712513
243,349,CCOC(C)=O,CCO,CCCCO,---,0.0733,0.0864,0.8402999999999999,0.0,377.05,98.53099213046958,101.33,101.9464014129474,40.38626489662102,41.371766127899996
244,350,CCOC(C)=O,CCO,CCCCO,---,0.0918,0.0684,0.8398,0.0,376.85,99.13500995204504,101.33,102.53804778183796,39.9589619631105,41.3440594976
245,351,CCOC(C)=O,CCO,CCCCO,---,0.0949,0.0577,0.8474,0.0,376.55,96.8471705891856,101.33,100.1763615505881,39.950774665747446,41.44603479800001
246,352,CCOC(C)=O,CCO,CCCCO,---,0.116,0.0536,0.8304,0.0,376.35,100.5973487391357,101.33,104.0100930097028,39.39353988231125,41.247172488000004
247,353,CCOC(C)=O,CCO,CCCCO,---,0.121,0.0442,0.8348,0.0,375.95,98.66205791109252,101.33,102.01051037492962,39.32569534272858,41.323662896
248,354,CCOC(C)=O,CCO,CCCCO,---,0.134,0.037,0.829,0.0,375.85,100.02011171131512,101.33,103.39147755803438,39.0408414273592,41.244953292999995
249,355,CCOC(C)=O,CCO,CCCCO,---,0.149,0.0287,0.8223,0.0,375.55,100.88808277293492,101.33,104.26709989263271,38.73501489143416,41.1745142961
250,356,CCOC(C)=O,CCO,CCCCO,---,0.151,0.0183,0.8307,0.0,375.65,99.69365548124652,101.33,103.0308725040546,38.73511817478119,41.2425231527
251,357,CCOC(C)=O,CCO,CCCCO,---,0.166,0.0095,0.8245,0.0,375.45,100.7023244839919,101.33,104.05132816788918,38.44574169653506,41.165863901499996
252,358,CCOC(C)=O,CCO,CCCCO,---,0.0091,0.0768,0.9141,0.0,383.65,100.08694543611703,101.33,103.64243728796784,42.83089882388167,41.4966056264
253,359,CCOC(C)=O,CCO,CCCCO,---,0.019,0.0789,0.9021,0.0,383.15,102.0852806840407,101.33,105.67949045226231,42.345829088930905,41.414472505
254,360,CCOC(C)=O,CCO,CCCCO,---,0.0308,0.0495,0.9197,0.0,383.05,98.71827573165962,101.33,102.18477587316374,42.21406390847592,41.57054371419999
255,361,CCOC(C)=O,CCO,CCCCO,---,0.0501,0.0367,0.9132,0.0,382.45,99.74393321906696,101.33,103.20198062060416,41.55681041324229,41.5309839142
256,362,CCOC(C)=O,CCO,CCCCO,---,0.0661,0.0175,0.9164,0.0,382.45,100.16501029840109,101.33,103.60180372632632,41.13492420277267,41.524271776599996
257,363,CCOC(C)=O,CCO,CCCCO,---,0.0734,0.0018,0.9248,0.0,382.45,98.70948409642084,101.33,102.08726682705412,41.026601256740456,41.5891864348
258,364,CCOC(C)=O,CCO,CCCCO,---,0.0761,0.0033,0.9206,0.0,382.45,99.84955520878871,101.33,103.25614669717578,40.90611280249928,41.541625618
259,365,CCOC(C)=O,CCO,CCCCO,---,0.0761,0.0019,0.922,0.0,382.45,99.52628366339586,101.33,102.92313283938482,40.92135780524023,41.5553385718
260,366,CCOC(C)=O,CCO,CCCCOC(C)=O,---,0.065,0.739,0.196,0.0,352.75,98.21498307465964,101.33,101.9267914678366,38.48816510737632,35.813108343
261,367,CCOC(C)=O,CCO,CCCCOC(C)=O,---,0.13,0.671,0.1989999999999999,0.0,351.65,96.9795130875334,101.33,100.61336542411205,37.92849405761974,35.752678657
262,368,CCOC(C)=O,CCO,CCCCOC(C)=O,---,0.199,0.596,0.2049999999999999,0.0,351.15,97.17568548713568,101.33,100.7768671022873,37.412638204432085,35.65019675599999
263,369,CCOC(C)=O,CCO,CCCCOC(C)=O,---,0.275,0.513,0.2119999999999999,0.0,350.55,96.43811485676642,101.33,99.97614094359592,36.91800383561507,35.54303521999999
