smiles,Tc,Train/Valid/Test
COCC(C)(C)C,,Train
C=CCCCCCCCCC(=O)OC,,Train
CCCCCCCCCCCC(=O)OC,,Train
C=C(C(C)C)C(C)C,,Train
CC(C)(C)CCC(=O)O,,Train
C=C(C)C=CC,,Train
CC(C)(C)C(=O)CC(=O)C(C)(C)C,,Test
CCCCCCCCO,,Train
C=CCOC(=O)CC(C)=O,,Valid
COCCCCCOC,,Valid
CCOCCOCCO,,Train
CCCCCCOC(=O)CCCCCC,,Train
CC(C)CCC=O,,Train
CCCCC(C)C(c1ccccc1)C(C)Cc1ccccc1,,Test
COC(=O)CCCC(=O)OC,,Train
CC#CCCCC,,Train
COCCOCCOC,,Train
CCCCCCCCC(O)CO,,Test
CCCCCCCCCCC(O)CO,,Train
CCCCCCCCC(C)O,,Train
C#CCCCC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,,Train
CCCCCCCCCCC,,Train
CCCCC#CC#CCCCC,,Train
C=CCCCCCCCCCCCC,,Train
CCCCCCCCC(=O)O,,Train
C1=CC=C1,,Train
CC1C=CC1,,Train
C=C1CCC1,,Train
CCCCCCCOC(C)=O,,Test
CC1C=CCC1,,Train
CCCCOCCOC(C)=O,,Train
CC1CCCC1=O,,Valid
CC1=CCCC1=O,,Train
OCC1=CCCC1,,Train
CC1CCOCO1,,Train
CCCCCCCCCCCCCCCCc1ccccc1C,,Train
CCCCCCCCCCCCCCCCCC(=O)OC(C)C,,Test
CCCCCCCCCC(C)=O,,Train
CC1CC(=O)C(C)C1,,Test
O=C(C1CC1)C1CC1,,Train
CCCCCCCCOC(C)=O,,Train
CCOCCOCCOC(C)=O,,Train
CCCCCCCCCCOC(C)=O,,Train
CCC1(C)CCOCO1,,Train
CC1COCOC1(C)C,,Train
CCCCCCCOC=O,,Test
CCCCCCOCCO,,Train
OCCOCCOCCO,,Train
CCCCCCCCCCO,,Test
CC1=CC(=O)CC(C)C1,,Train
CCCCCCCCCC=O,,Train
CCCCCCCCCCC(C)(O)CCCCCCCCCC,,Train
CCCC(C)CCCOCCCCCCOCCCC(C)CCC,,Train
CCCCCCCCOC=O,,Train
CC1(C(=O)O)CCCCC1,,Train
CC1CC2CCC1C2(C)C,,Train
COCCOCCOCCO,,Train
CCOCCOCCOCC,,Test
CCc1cccc(O)c1C,,Train
CCCCCCCCCCC(=O)O,,Train
CC(CO)c1ccccc1,,Train
CCC(=O)C1CCCCC1,,Train
C=CCCCCCCCCC(=O)O,,Train
CCc1ccc(O)cc1C,,Train
C=CCCCCCCCCCC,,Train
C=C(C)c1cccc(C)c1,,Train
C=C1CCC(C(C)C)CC1,,Valid
CCCCCCCCCCCO,,Valid
CC(C)=C1CCC(C)CC1,,Valid
CCCCCCCCCCC=O,,Train
OCCCC1CCCCC1,,Train
OCCCCCCCCCCO,,Train
CCCCOCCOCCCC,,Train
COCCOCCOCCOC,,Valid
CCOCCOCCOCCO,,Train
CC(CO)(CO)C1CCCC1,,Train
CCCCCCCCCCCCO,,Train
CCCCCCCCCCCC=O,,Train
Oc1ccc2c(c1)CCCC2,,Train
CCCCCCOCCCCCC,,Train
COC(OC)c1ccccc1,,Train
CCCCCCOCCOCCO,,Train
OCCOCCOCCOCCO,,Train
CCCc1ccc(-c2ccccc2)cc1-c1ccccc1,,Train
CC(C)COc1ccccc1,,Valid
CCCCOc1ccccc1,,Train
CCCCC(c1ccccc1)(C1CCCCC1)C1CCCCC1,,Train
CCCc1cccc(-c2cccc(-c3ccccc3)c2)c1,,Train
CCCCCCCCCCCCCO,,Train
CCCCCCCCCCCCCCO,,Train
CCCCOCCOCCOCCCC,,Train
CCc1cccc2ccccc12,,Train
CCCCCCCCCCCCCCCCCCCCCC(=O)O,,Test
C=CCCCCCCCCCCCCCCCC,,Train
CCCCCCCCCCCCCCCCCCO,,Train
CCCCCCCCCCCCCCCCCCCC,,Train
CCCCC#Cc1ccccc1,,Train
C1#CCCCCCCCCCC1,,Train
CC(=CCO)CCCC(C)CCCC(C)CCCC(C)C(C)(C)C,,Train
CCc1ccc(C(C)(C)CC)cc1,,Train
C=CC(C)(O)CCCC(C)CCCC(C)CCCC(C)C(C)(C)C,,Valid
O=C1CC(c2ccccc2)C(=O)O1,,Train
Oc1ccc(C2CCCCC2)cc1,,Train
COc1cc(OC)cc(C(=O)O)c1,,Train
CCCCCCOc1ccccc1,,Train
CCCCC(C)OC=O,,Test
CCCCc1ccc2ccccc2c1,,Train
CC(=O)C(Cc1ccccc1)C(C)=O,,Train
CCCC1=CC=C(C)CC1,,Train
CC(C)(C)c1cc(O)cc(C(C)(C)C)c1,,Test
O=C1Cc2ccccc2-c2ccccc2C1,,Train
CCCCCCCCCCCCC(C)CC(C)CC(C)C,,Train
O=C(O)c1ccc2cc(C(=O)O)ccc2c1,,Train
CCC(C)CCCC(C)CCCC(C)CCCC(C)=CCO,,Train
CC(=O)CCCC(C)CCCC(C)CCCC(C)C(C)(C)C,,Train
CCCCCCOc1ccc(C(=O)O)cc1,,Test
CCCCCCC1CCC2CCc3ccc(CCCC)cc3C2C1,,Train
CCCCC(CC)CC(c1ccccc1)(C1CCCCC1)C1CCCCC1,,Test
CCCCCCC(C)C(c1ccccc1)(C1CCCCC1)C1CCCCC1,,Test
C(CCCOCCC1CCCCC1)CCOCCC1CCCCC1,,Train
CC(OCCCCCCOC(C)C1CCCCC1)C1CCCCC1,,Test
CCc1ccc(C(=O)c2ccccc2C(=O)O)cc1,,Train
CCC(CC)c1ccc(-c2ccccc2)cc1-c1ccccc1,,Train
CCCCCc1cccc(-c2cccc(-c3ccccc3)c2)c1,,Train
C=CCCCCc1ccc(-c2ccccc2)cc1,,Train
C=CCCCCCCc1ccc(-c2ccccc2)cc1,,Train
C=CCCCCCCc1ccc(-c2ccc(CC)cc2)cc1,,Test
C=CCCCCc1ccc(-c2ccc(CCCC)cc2)cc1,,Test
C=CC(C)(C)O,,Train
C#CC(C)(C)O,,Train
CCCCCCCCCCCCCCCC(C)CC(C)C,,Train
CCCCCCC(c1ccccc1)(C1CCCCC1)C1CCCCC1,,Train
CC(=O)C(C)(C)O,,Train
Cc1cccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)c1,,Train
CCCCCCCCCCCCCCCC(C)CC(C)CC(C)C,,Train
CCCCCCC(C1CCCCC1)(C1CCCCC1)C1CCCCC1,,Train
CCCCCCCCCCC(C)c1ccc(CC)cc1,,Train
CCCCCCCCCCC(CCCCCC)CCCCCCCCC,,Train
CCCCC(CCCC)C(C)O,,Train
CCCCOCC(C)OCC(C)OCC(C)OCCCC,,Valid
CCC(CC)(CO)CO,,Train
OCC(CO)(CO)CO,,Train
CCCCC(CC)(CO)CO,,Train
C=C(C)C(C)CC(C)(C)C,,Valid
c1ccc(CCCC(CCCc2ccccc2)c2ccccc2)cc1,,Train
C=CC(C)(CCC=C(C)C)OC(C)=O,,Train
O=C(c1ccccc1)c1ccccc1C(=O)c1ccccc1,,Train
CCCCCC(CC)COCCCCCCOCC(CC)CCCCC,,Train
CC1C=CCC1=O,,Train
C=C(C)OC,,Test
CCCCCCCCCCC(CCCCCCCC)CCCCCCCCC,,Test
O=C1c2ccccc2-c2ccc3ccccc3c21,,Train
C#CCC1CCCC1,,Valid
C=CCCCCc1ccc(-c2ccc(CC)cc2)cc1,,Train
c1ccc(-c2ccc(CCCCCCCCc3ccc(-c4ccccc4)cc3)cc2)cc1,,Train
CCc1ccc(-c2ccc(CCCCc3ccc(-c4ccc(CC)cc4)cc3)cc2)cc1,,Train
CCCCCCCCCC(O)CC(C)C,,Train
CCCCCCCCCC(C)(O)CCC,,Train
c1ccc(-c2cccc(-c3ccccc3)c2-c2ccccc2)cc1,,Train
CCCCCCCCCCCCCCCC(=O)CCC,,Train
CCCC=C(C)C=C(C)C,,Train
CCCCC(C)CCCC(=O)OCC,,Train
CCC(O)C(C)C(C)O,,Train
c1ccc(-c2ccc(-c3ccccc3)c(-c3ccccc3)c2)cc1,,Train
CC=C(C)C=CC(C)C,,Train
c1ccc(-c2cccc(-c3ccccc3-c3ccccc3)c2)cc1,,Train
c1ccc(-c2cccc(-c3cccc(-c4ccccc4)c3)c2)cc1,,Train
CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,,Train
CCC(C)=CCC=C(C)C,,Train
CC1=CCCC(C)C1C,,Train
CC=CC(C)CCCC,,Train
COc1ccccc1C=CC=C1CCC(=CC=Cc2ccccc2OC)C1=O,,Valid
COc1ccccc1C=CC=C1CC(C)CC(=CC=Cc2ccccc2OC)C1=O,,Test
COc1ccccc1C=CC=C1CCCCC(=CC=Cc2ccccc2OC)C1=O,,Train
C#CC=C1CC=CCC1,,Train
O=C(O)C(c1ccccc1)c1ccccc1,,Train
C#Cc1ccc(OCCCCCCCCOc2ccc(C#C)cc2)cc1,,Train
C#Cc1ccc(OCCCCCCCCCOc2ccc(C#C)cc2)cc1,,Train
C#CC(=O)Oc1ccc2cccc(OC(=O)C#C)c2c1,,Train
C#CC(=O)Oc1ccc(Oc2ccc(OC(=O)C#C)cc2)cc1,,Train
C#CC(=O)Oc1ccc2ccc(OC(=O)C#C)cc2c1,,Test
C#CC(=O)Oc1cccc2c(OC(=O)C#C)cccc12,,Train
COCCOC(=O)c1ccccc1C(=O)OCCOC,,Train
CCCCOCCOC(=O)c1ccccc1C(=O)OCCOCCCC,,Valid
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,,Train
O=C(c1ccccc1)c1ccccc1O,,Train
COc1cc(C(=O)O)cc(OC)c1OC,,Train
CCC(C)(O)C(C)(O)CC,,Train
C=CCC(C)(O)C(C)(C)C,,Train
CC(O)C(C)(O)C(C)O,,Train
CCC(C)(C)CO,,Train
O=C(Oc1ccccc1)c1ccccc1O,,Train
C=CCC(C)(O)CCC,,Test
CC(C)C(C)C(C)(C)C,,Train
CC(C)(C)C(O)C(O)CO,,Train
COC(=O)C(C(=O)OC)C(=O)OC,,Train
CC=C(C)C(C)=CC,,Train
CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,,Train
CCC(C)(C)CCC(C)C,,Test
CCCCOC(=O)CC(=O)OCCCC,,Train
CC(C)CCCC(C)(C)C,,Train
CC(=O)OCC=C(C)C,,Valid
COCCOCCOCCOCCOCCOC,,Train
O=C1CCC1,,Train
CCC1CC1,,Train
C1=COCC1,,Train
CCC1(CC)CO1,,Valid
CCC1OC1(C)C,,Valid
C=C1CCCCC1,,Train
CCCCCCC(=O)OC(C)CC,,Test
CCCCCCCc1cccc(-c2ccc(-c3ccccc3)cc2)c1,,Train
CCCCCCCc1ccccc1-c1ccccc1-c1ccccc1,,Train
CCCCCCCc1cccc(-c2cccc(-c3ccccc3)c2)c1,,Test
CCCCCCCc1ccccc1-c1cccc(-c2ccccc2)c1,,Train
CCCCCCCc1ccc(-c2cccc(-c3ccccc3)c2)cc1,,Train
CCCCCCCc1ccc(-c2ccccc2)cc1-c1ccccc1,,Train
CCCCC(CC)c1ccc(-c2ccccc2)cc1-c1ccccc1,,Train
CCCCCCCc1ccccc1-c1ccc(-c2ccccc2)cc1,,Test
CCCC(CCC)c1ccc(-c2ccccc2)cc1-c1ccccc1,,Test
CC(=O)c1ccco1,,Valid
CC(C)C1(C)CCCO1,,Train
C=CC1(C)CCOCO1,,Train
CC1C(=O)CCCC1=O,,Train
COC(=O)c1ccccc1O,,Train
CCCC1CCCC1=O,,Train
Oc1ccccc1C1CCCCC1,,Train
CCOC(=O)C(CC)c1ccccc1,,Train
C1=C2CCCCC2CCC1,,Train
COc1ccc(C)cc1O,,Train
COc1ccc(C(=O)C(O)c2ccc(OC)cc2)cc1,,Train
C=C(C)c1ccc(C)cc1,,Train
O=C(c1ccccc1)C(O)c1ccccc1,,Train
CC12CCC(C1)C(C)(C)C2=O,,Train
C=C(C)C1CCC2(C)OC2C1,,Train
O=C(c1ccccc1)c1ccccc1,,Test
c1ccc2c(c1)CCCC2,,Train
CCC(CC)c1ccccc1,,Test
O=Cc1ccccc1C(=O)O,,Train
CCc1cc(O)cc(CC)c1,,Train
c1coc(Cc2ccco2)c1,,Train
O=C1CCc2ccccc2O1,,Train
CC(C)=CCCC(C)=CC(C)C,,Train
O=C1C=CC(=O)C2C3C=CC(C3)C12,,Test
O=C(O)COc1ccc2ccccc2c1,,Train
CC1C(C)(C)c2ccccc2C1(C)C,,Train
CCC(=O)OC(C)c1ccccc1,,Train
CCOC(=O)c1ccc(O)cc1,,Train
CC(C)COC(=O)c1ccccc1,,Test
O=C(OCc1ccccc1)c1ccccc1,,Train
O=C1CC2(C1)C(=O)C1(CC(=O)C1)C2=O,,Train
O=Cc1ccc2c(c1)OCO2,,Train
CC=Cc1ccc2c(c1)OCO2,,Train
CCCCCCCc1cccc(-c2ccccc2-c2ccccc2)c1,,Test
COC(=O)c1ccc(C(=O)OC)cc1,,Train
Oc1ccccc1O,,Train
O=C1CCCC1,,Train
CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1,,Train
Cc1cccc2c1-c1c(C)cccc1CC2,,Train
O=C1c2ccccc2CCc2ccccc21,,Train
CCCC(CC)CC(C)=O,,Train
CCOc1cc(C=O)ccc1O,,Test
COc1cc(C(=O)O)ccc1O,,Train
C1=CC2C=CC1C2,,Train
CCCCCCC(CCCCCC)c1ccc(-c2ccccc2)cc1-c1ccccc1,,Test
CCCCCC(CCCCC)c1ccc(-c2ccccc2)cc1-c1ccccc1,,Train
CC(=O)c1cccc(O)c1,,Train
COC(=O)c1ccc(OC)cc1,,Train
CC(=O)c1ccc(C)cc1,,Train
CC(C)c1ccc(C=O)cc1,,Train
CCCCC(CCCC)c1ccc(-c2ccccc2)cc1-c1ccccc1,,Train
CCCCCCCCCc1ccc(-c2ccccc2)cc1-c1ccccc1,,Train
CC(=O)Oc1cccc(C)c1,,Test
CCOC(OCC)OCC,,Train
c1ccc(OCC2CO2)cc1,,Train
CCC(=O)OCc1ccccc1,,Train
CCC(=O)OCCc1ccccc1,,Valid
CC(=O)OCCCc1ccccc1,,Train
O=CCc1ccccc1,,Test
CC(=O)Oc1ccccc1,,Train
OCCCc1ccccc1,,Train
OCCOc1ccccc1,,Valid
CCCCCCCCCCCCc1ccccc1,,Train
CCCCCCCCCCCCCc1ccccc1,,Train
CCCCC(C=O)CC,,Train
CCc1ccc(O)cc1,,Train
CCCCCCc1ccc(-c2ccccc2)cc1-c1ccccc1,,Train
O=Cc1ccc(O)cc1,,Train
CCCC(C)C=O,,Train
CC(C)CC(C)CC(O)CC(C)C,,Train
CC(C)CC(=O)CC(C)CC(C)C,,Train
CCCC(=O)CCC,,Train
C=COC(=O)CCC,,Train
CCCCC(CC)CCC(O)CCC(CC)CC,,Train
CCOC(=O)CCC(=O)OCC,,Train
CCCCCCCCC(=O)OCC,,Train
Oc1ccc(O)cc1,,Train
CCC=O,,Train
CC(C)CC(C)(C)CO,,Train
CC(=CC(C)(C)C)CC(C)(C)C,,Valid
CC(C)CCO,,Train
CC(=O)CC(C)=O,,Train
CCC(=O)OC(=O)CC,,Train
CC1OC(C)OC(C)O1,,Test
CCCCCC(=O)OCC,,Valid
CCCC=O,,Train
CCCC(C)=Cc1ccccc1,,Train
CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,,Train
CCC(=O)OCCOC(=O)CC,,Train
CCCCOC(C)=O,,Train
C1COCCO1,,Train
CC(=O)OCCC(C)C,,Train
CCCCCCC(C)c1ccc(-c2ccccc2)cc1-c1ccccc1,,Train
CCCCCCCCCCCCCCCCCC(=O)OCCCC,,Train
CCCCCCC(C)O,,Test
O=C(O)CCCCCCCC(=O)O,,Train
O=C(O)CCCCC(=O)O,,Train
CC(C)(C)OOC(O)CO,,Train
CCCCCCCCCCCCCC(=O)OCC,,Train
CCCCCCCCCCCCc1ccc(-c2ccccc2)cc1-c1ccccc1,,Train
CCCCCCCCCCCCCC(=O)OC,,Train
c1ccc(-c2ccc(C3CCCCC3)c(-c3ccccc3)c2)cc1,,Train
C=CCCCCCCC,,Train
CCCCC(CC)C(O)C(C)(C)C,,Train
CCCCOCCOCCOC(C)=O,,Train
CCCCCCCCC=O,,Train
CCCCCCCCCCCCCC=O,,Train
CCCCCCCCCCCCCCCCOC(=O)CCCC,,Train
CCCCc1cccc(CC)c1,,Train
CCC1(C)OCCO1,,Test
C1OCC2(CO1)COCOC2,,Train
CC(=CC(C)C)CC(C)C,,Train
CC1(C)CC(=O)CC(=O)C1,,Train
CCCCCCCCCC1CCC1,,Train
CCOC(C)(C)OCC,,Train
C#CC(C)(O)c1ccccc1,,Test
C=C1CCC2CC1C2(C)C,,Train
CC1(C)C2CCCC1C2,,Train
CC(C)(C)c1cccc(C(C)(C)C)c1O,,Train
O=C1c2ccccc2-c2ccc3c4c(ccc1c24)-c1ccccc1C3=O,,Valid
c1cc2ccc3cccc4ccc(c1)c2c34,,Test
CC(=O)C(C)(C)CC(C)(C)C,,Train
CCCCCCCC(CCC)CCCCCCC,,Train
CCCCCOC(C)OCCCCC,,Valid
CCCCOC(CC)OCCCC,,Train
CCCOC(CCC)OCCC,,Train
CCCC(OC(C)C)OC(C)C,,Train
CCCC(OCC(C)C)OCC(C)C,,Train
C=CC(C=C)C(O)CCCCC,,Train
O=C1C=CC(=O)c2ccccc21,,Train
CCCCC(=O)C(C)C,,Train
CCC(CC)(CC)CO,,Train
CCCC=C(CC)CCCC,,Train
C=COC(=O)CCCC(=O)OC,,Train
C=COC(=O)CCCCCC(=O)OC,,Train
C=COC(=O)CCC(=O)OC,,Train
C=C(C)c1ccc(CC)cc1,,Train
CCc1cccc(-c2cccc(CC)c2)c1,,Train
CCc1ccc(-c2cccc(CC)c2)cc1,,Train
CCc1ccc(-c2ccc(CC)cc2)cc1,,Train
COC(=O)c1ccccc1C(=O)OC,,Train
CCCCCCCCCCCCCCCCC(C)C(=O)OCC,,Train
CCCOC(=O)c1ccccc1C(=O)OCCC,,Test
C=CCOC(=O)c1ccccc1C(=O)OCC=C,,Train
CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,,Train
CCCCOC(C)C(=O)OC,,Valid
CC(C)C1(C)CC1,,Train
CCCCC(C)CCCC(C)C,,Train
C=CCCC(C)CC,,Train
C=CCC(C)CCC,,Train
C=CCCCCC(C)C,,Train
C=CC(C)CCCCC,,Train
C=C(C)CCCCCCCC,,Train
C=CCC(C)CCCCCC,,Train
CCCCCCCC(C)CC,,Train
CCCCCC(C)CCCC,,Train
CCC1CCCCCC1,,Train
CCCCCCC(CCCCCC)C1CCCCC1,,Train
CC1CCCCCCC1C,,Train
CCC1CCCCCCC1,,Train
CCCCC1CCCCCC1,,Train
CCCCC1CCC1,,Train
COc1ccc(C(=O)c2ccccc2O)c(O)c1,,Valid
COc1ccc(C(=O)c2ccc(OC)cc2O)c(O)c1,,Train
COc1ccc(C(=O)c2ccccc2)c(O)c1,,Train
Cc1ccccc1C(=O)c1ccccc1,,Train
C=C=COC,,Train
CCC(C)(O)CCCCCO,,Train
CCCC(C)(O)CCCCCO,,Train
CC(O)CCCCCO,,Train
CC(C)(O)CCCCCCO,,Valid
CCCC(C)(O)CCCCCCO,,Test
CC(O)CCCCCCO,,Train
CCCC(O)CCCCCCO,,Train
C=CCC=CCCC(C)O,,Train
C=C(C)CC=CCCC(C)O,,Train
COCCCCOC,,Train
COCCCCCCOC,,Train
COC(=O)CC(=O)C(=O)O,,Train
CCC(C)(C)C(C)(C)CC(C)CC(C)C,,Train
Cc1ccc(C(=O)OC(=O)c2ccc(C)cc2)cc1,,Valid
CCCCCCCCCCCCCCOC(=O)C(C)O,,Train
CCCC(C)CCO,,Test
CC(C)CCCC(C)(C)O,,Valid
CC(C)OC(OC(C)C)C(C)C,,Test
c1ccc2c(c1)oc1ccccc12,,Train
CCC(O)(CC(=O)O)c1ccccc1,,Train
CC(C)C(O)(CC(=O)O)c1ccccc1,,Train
CC(C)C1C=CC(C(C)C)c2ccccc21,,Train
Oc1cc(O)c2ccccc2c1,,Train
CCC(CC)CCCC(CC)CC,,Valid
CC(C)CCCCCCCCC(C)C,,Train
CCC(CC)CCCCCC(CC)CC,,Train
CCCCCCCCCCC(CC)CC,,Train
CCCCCCCCCCC(CCC)CCC,,Train
CCC(CC)CCCCCCCCC(CC)CC,,Train
CCCCCCCCCCC(CCCC)CCCC,,Train
CCCC(CCC)CCCCCC(CCC)CCC,,Valid
CCCCCCCCCCCCCCCC(CC)CC,,Train
CCCCC(CCCC)CCCCC(CCCC)CCCC,,Test
CCCCCCCCCCCCCCCC(CCCC)CCCC,,Train
CCCCCCCCCCC(CCCCCCCC)CCCCCCCC,,Test
CCCCCCCCCCCCCCCC(C1CCCCC1)C1CCCCC1,,Train
C=C(C)CCCCCCCCC(=C)C,,Valid
CCCCCCCCCCCCCCC=C(C)C,,Train
CC=C(CC)CCCCCCCCC(=CC)CC,,Test
CC=C(CC)CCCCCCCCCCCCCCC,,Train
CCCCCCCCCCCCCCC=C(Cc1ccccc1)Cc1ccccc1,,Train
CCCCCCCC(C)CCCCC,,Train
C=CC(=O)OCCCCCCCC(C)C,,Train
CCCCC(C(=O)OCC)C(=O)OCC,,Train
CC(C)(C)C1COCOC1,,Train
CCOC(=O)C(CC)C(=O)OCC,,Train
OC1CC2CC1C1C=CCC21,,Valid
CCCCOCCOC,,Train
CCOCCCCOCC,,Valid
C1C2C3CC4CC2C2C5CC6CC(C15)C3C2(C4)C6,,Train
C=CCCCCCCCCCCCCC,,Train
C#CCC(C)(C)C,,Train
OCCCCCCCCCCCCCO,,Train
CCC(C)(O)CCCCCCO,,Train
Cc1ccc(C(C)(C)CC(C)(C)C)cc1C,,Train
CC1=CC(C)(C)CCC1=O,,Train
CC(C)=C(C)c1cccc2ccccc12,,Train
C=CC(=O)OCCCCCCCCCCCCCCCC,,Train
CCCCCCCCCCCCCCC(C)c1ccccc1,,Valid
CCCCCCCCCCCCCC(CC)c1ccccc1,,Train
CCCCCCCCCCCCC(CCC)c1ccccc1,,Train
CCCCCCCCCCCC(CCCC)c1ccccc1,,Train
CCCCCCCCCCC(CCCCC)c1ccccc1,,Test
CCCCCCCCCC(CCCCCC)c1ccccc1,,Valid
CCCCCCCCC(CCCCCCC)c1ccccc1,,Train
CC1CCOC1,,Train
C=CC(C)(C)CC(C)C,,Train
CCC(C)C(O)C(C)C,,Train
CCCCC(CCCC)CCCCCC(CCCC)CCCC,,Train
CCCCCCCCCCCCCCCC(c1ccccc1)c1ccccc1,,Train
CCCCCCCCCCCCCCC=C(c1ccccc1)c1ccccc1,,Valid
CC1=CCC2C(C1)C2(C)C,,Train
CCCCCCCC(CCCCCC)CCCCCCC,,Train
CCC(CC)CCC(C)C,,Train
CC(C)C(C(C)C)C(C)C,,Test
CCCC(C)(C)C(C)(C)C,,Train
CC(CC(C)(C)C)CC(C)(C)C,,Valid
O=C(C(=O)c1ccccc1)c1ccccc1,,Train
Cc1ccc(C(=O)c2ccccc2)cc1,,Test
COc1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(OC)cc3)c2)cc1,,Train
CCc1ccccc1CC,,Train
CC(C)CC(C)CCO,,Train
COc1ccccc1C=O,,Train
CC(=O)CCCC(C)=O,,Train
C=CCC1=CCCCC1,,Train
Oc1ccc2ccccc2c1,,Train
Cc1ccc(Cc2ccccc2)cc1C,,Train
CC(C(=O)O)C(C)C(=O)O,,Train
CC1(C)CCc2ccccc2C1,,Train
CCC1CCCc2ccccc21,,Train
C=CCCCCCCCCCCCCCCC=C,,Train
c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1,,Train
COc1ccc(OC)c(OC)c1,,Test
CCC(C)c1ccccc1,,Train
CCCCC(c1ccccc1)(c1ccccc1)c1ccccc1,,Train
CCC=C=CCc1ccccc1,,Train
CCc1ccc(CC)c(C)c1,,Test
CCCC(C)c1ccc(C)cc1,,Train
CCCC(C)c1ccc(C)c(C)c1,,Train
CCCC(C)c1ccc(C)cc1C,,Train
CC=C=CCc1ccccc1,,Train
CCC=C=CCc1cccc(C)c1,,Train
C=C(C)C=C=CCc1ccccc1,,Test
C=C(C)C=C=CCc1ccccc1C,,Train
C=CC#Cc1ccccc1,,Train
CCCC=C=Cc1ccccc1,,Test
CCCCC=C=Cc1ccccc1,,Train
CC=C=CCCc1ccccc1,,Train
CCC=C=CCCc1ccccc1,,Train
C=C=CC(C)C,,Train
Cc1cccc(CO)c1C,,Train
C(=CCc1ccccc1)Cc1ccccc1,,Train
CCCCCCc1ccc(O)cc1O,,Train
CCCCCc1ccccc1O,,Train
CCCCCCCCCc1ccccc1O,,Train
CCCCC(O)CCCCO,,Valid
CCCCCCC(O)CCCCO,,Train
CCCC(CCCO)C(C)O,,Train
C=CCCCCCCCC=C,,Train
CC(=O)C(C(C)=O)C1C2CC3CC(C2)CC1C3,,Valid
CC(=O)C(C)(C(C)=O)C12CC3CC(CC(C3)C1)C2,,Train
COC1=CCC=C(C)C1,,Train
CCCCCC(C)(C)c1cc(C)cc(C(C)(C)CCCCC)c1O,,Train
CCCC1CCCCCC1,,Train
CC1=CC(=O)C(C)=CC1=O,,Train
C=CC#CCC,,Train
COC(=O)c1cc2ccccc2cc1C(=O)OC,,Train
C=C(C)C(C)C(C)(C)CC,,Train
COC(=O)c1cc(C)ccc1C,,Train
CCC(C)CO,,Valid
CCc1ccc(C)cc1CC,,Train
C=C(C)C=C=CCc1cccc(C)c1,,Train
CC(C)(O)CCCCc1ccccc1,,Train
O=C1CCCCCCCCC(=O)CCCCCCCC1,,Train
O=C1CC2CCCC12,,Train
Cc1cc2c(C)ccc(C)c2cc1C,,Train
CCCCc1cccc(O)c1C,,Test
CC(=O)C(C)(C(C)=O)C(c1ccccc1)c1ccccc1,,Train
CCC(COC(C)=O)OC(C)=O,,Train
CCCCOC(=O)C(C)O,,Train
CC1=CC(C(C)C)CC1,,Train
CC(C)=C1CCCC(C)C1,,Valid
CCCC(C)c1c(C)cc(C)cc1C,,Train
CCCCC#CC(=O)CCC,,Train
C=C(C)C1CCC=C(C)C1,,Train
O=CC=CCc1ccccc1,,Train
CCCCCCCCCCCCCCCCOCC,,Train
COC(CO)CCO,,Train
CCC(=O)OCC(COC(=O)CC)OC(=O)CC,,Train
O=Cc1ccc(O)c(O)c1,,Train
CCCCCCCCCCCCCCCCC(=O)OCC,,Train
CCCCc1ccc(C(C)(C)C)cc1,,Train
CC(=O)OCc1ccccc1,,Train
CCCCCOC(=O)CCCCC(=O)OCCCCC,,Train
C=C(C)CC(C)(C)CC(C)(C)C,,Valid
CCC1CC(=O)OC1=O,,Train
CCCC(C(=O)OC)C(=O)OC,,Test
CC(=O)Oc1ccc(C)cc1,,Train
CC(C)(C)CC(C)(C)c1ccc(O)cc1,,Train
C=CCc1ccc(OC)cc1,,Train
C=C1C=C(C)C(C)(C)C=C1C,,Train
CC(C)C1CC=CCC1,,Test
CC1(C)CC=CCC1,,Train
CC(C)(C)C1C=CCCC1,,Train
C=CC(=O)OCC,,Train
CCCCC(=O)CC(C)=O,,Train
CC#CC=CC,,Train
c1ccc2c(c1)OCCOCCOCCOCCO2,,Train
CCCCOC(=O)CCC(=O)OCCCC,,Train
CC(C)COC(=O)CCCCC(=O)OCC(C)C,,Train
CCCCC(=O)OCCC,,Test
Cc1ccc(C)c2c1CCCC2,,Train
CCCCC(=O)C1CC1,,Train
C=C(C)CCCC(C)CC=O,,Train
CCOC(=O)CCCCC(=O)OCC,,Train
CCCC=C=C(C)C(C)(C)O,,Train
CCCC=C=C(C(C)(C)C)C(C)(C)O,,Train
CC=CC(O)C(C)=C=CCCC,,Train
C=C(C)C(=C=CCCC)C(C)O,,Train
